,user,tweet,location,keyword
369,Nordic AI Artificial Intelligence Institute,Artificial intelligence model detects asymptomatic Covid-19 infections through cellphone-recorded .... #bigdata #MachineLearning #AI https://t.co/ikmrKs23N0,Global,covid19
370,Hindustan Times,"10,75,760 #Covid19 tests done yesterday: ICMR

https://t.co/eoqd5bcyHu https://t.co/4ZKm76DIzy",India,covid19
371,"Blue Sky,","@sagarikaghose #AarogyaSetuApp #AarogyaSetu
If we live in a Society, we must bound by social policy / Laws &amp; it's our responsibility to maintain society free from #COVID19 devil.
No one has FORCED any one to do Air Travel.","Mumbai, India",covid19
372,OK Bah! 👍🏻,"Relocating some old and present files into their proper place for the new normal. 

#WorkFromHome #COVID19 #workplace #workstation #streamlining","North Borneo, Malaysia. Earth.",covid19
373,Common Voter,"@smritiirani Get well soon !!
Anyway its great news that government giving free COVID 19 vaccine in Bihar !!!",,covid19
374,VIXC News,Britain expects verdict on Pfizer's COVID-19 vaccine before AstraZeneca's - Times - https://t.co/lzNaqAMnbf #LatestComments https://t.co/ZPJoqhH70c,"Washington, DC",covid19
375,𝓙𝓸𝓱𝓷 𝓚𝓪𝔂™🇸🇱🇩🇪🇪🇺,German pharmaceutical company Boehringer Ingelheim is starting a phase 2 clinical study with an active ingredient that could be used to treat #Covid_19 patients with severe lung problems.,"Frankfurt, Germany",covid19
376,"Carole Moss, Founder Nile’s Project Empower People","Daily fast test for COVID-19 will save lives.If we all have access to low cost,home self screening test,we would have more freedom 2 visit those who need us most @NilesProject⁩
⁦@michaelmina_lab⁩ Be a voice 4 your family ⁦@RapidTests⁩ ⁦ https://t.co/My0ff7KlQm",United States,covid19
377,Suresh,@urstrulyMahesh Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
378,Marek Zb. Suchecki🇵🇱,@b_zaleski @M_K_Blonska @MWielichowska @OklaDrewnowicz ...i covid19!,Berlin - Gorzów,covid19
379,KOICA RWANDA,"Our Country Director Mr CHON Gyong Shik ,today on 29th October 2020 from 11:00 Am to 1:00 PM,will participate in the stream live session of Launching the Young Entrepreneurs Resilience Fund to support those whom their business has been affected by COVID-19 on @rbarwanda . https://t.co/s0NNijzzow",Plot.10050 Nyarutarama -Kigali,covid19
380,Nate Thomas,@StevePadillaCV I was very ill I was battling covid19 plus pneumonia it was very scary for me,"San Diego, CA",covid19
381,Ashlee Aldridge,"Forget sourdough, woman builds Egyptian sailboat as a lockdown project https://t.co/oUdjgi6Z0V","Albury, New South Wales",covid19
382,Marijke Wijnroks,"The ‘very, very bad look’ of remdesivir, the first FDA-approved COVID-19 drug | Science | AAAS https://t.co/BdfMzDC0Oy",Geneva,covid19
383,Bluekazoo,"@backpackcee @Bing____ Ikr, its all black mens fault. I heard black men created Covid 19 too and they also started Communism.","Florida, USA",covid19
384,Win! Leadership Based Interviews-Sports Headlines,Justin Turner celebrates Dodgers World Series-clinching win after positive COVID-19 test; MLB to investigate – CBS Sports #Malliard https://t.co/K0lzpps2Tn https://t.co/xKvT6MxnEH,,covid19
385,Xbox 🎮🎱♟️🏓,"@Hector32z @MarketWatch Hector, Trump is doomed. Among likely voters, 54% back Biden and 42% Trump. Biden has held a lead in every CNN poll on the matchup since 2019. #VoteBidenHarris2020

Trump failed on COVID-19 and to provide stimulus for struggling American families.
https://t.co/6zjCrGizbk","Houston, TX",covid19
386,Suresh,@ajaydevgn Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
387,JDH,"@ToutSuiteSinner ""We have formally requested that [the Supreme Court] correct the erroneous claim by Justice Kavanaugh that [Vermont] has not changed voting procedures for the [2020 elections] due to #COVID19"" https://t.co/L3unmuondv","Maryland, USA",covid19
388,NALDO NEZ 🐼,@NNPrezNez @NavajoTweets I say open everything! Let COVID-19 run it’s course! Can’t keep everyone safe if they’re locked up at home with 4 generations piled in a 3 bedroom house.,"Kirtland, NM",covid19
389,Suresh,@rashmigautam27 Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
390,DRMSambalpur,"@EastCoastRail @DRMWaltairECoR @DRMKhurdaRoad 
Covid-19 Not Yet Over- be alert while traveling- Wear face Mask Maintain hand hygiene &amp; Social Distance.  #Unite2FightCorona  #RailParivar https://t.co/rONkDkrM0K",,covid19
391,Thomas Connors welcome to the animal farm,"White House science office says Trump ended COVID-19 pandemic as US hits record cases 

The White House science office listed ""ending the COVID-19 pandemic"" as the top accomplishment of President Trump's first term

https://t.co/rdKSljaYJ4",Boston,covid19
392,Steve Beasant,"#Covid_19: Nearly 100,000 catching virus every day https://t.co/pCSZofhhha",Grimsby,covid19
393,Keralalife,"COVID-19 caseload in India breaches 80-lakh mark with 49,881 new cases
#keralalifeonline #COVID19 #India 

https://t.co/GMwF7rI0NY https://t.co/MbIarL1kte",Thiruvananthapuram,covid19
394,Maria Marten,@Shawna_7777 @ignorantego @WalshFreedom Republicans on Coronavirus: if we pretend it doesn't exist our rube supporters wont notice the near 1000 people dying every day from it. 4 days of Covid19 = more deaths than 9/11,,covid19
395,🍂🎃 sara 🎃🍁,How do politicians just not care about covid-19??? Like even the “good” ones aren’t doing literally anything...??? My state (PA) has more daily cases now than ever. Yet restaurants are still open and at 50% capacity.,"Pittsburgh, PA",covid19
396,Phoenix Adair,"Just posting this to remind everyone. ""Take it on the chin"" 😱#COVID19 #SARSCoV2  #Lockdown2 #ToriesOut #ToriesHaveFailedTheNation 
https://t.co/W9EEHZqioj","Preston, England",covid19
397,Reuters TV,Regeneron says its COVID-19 drug cut patient visits https://t.co/spDxSZXfEi https://t.co/0j5gqfd8hM,New York,covid19
398,Mike Cosgrave,"I know many of you don’t want to know, but there more dangerous viral diseases out there, COVID-19 is most certainly not a once in a century danger https://t.co/U29pqoOW9M","Cork, Ireland",covid19
399,Sholom Morgan,"How can people be so stupid as to attend a super spreader Trump rally, knowing full well they could become sick or die from Covid19?","Los Angeles, CA",covid19
400,Bruce Marcom,"Massive super-spreader. Covid-19 for president!
#TrumpRallyOmaha #COVID19 #VoteEarly https://t.co/VLHX4nIK4r","Katy, Tx",covid19
401,JK CHANNEL,"Total 10,65,63,440 samples tested for #COVID19 up to 28th October. Of these 10,75,760 samples were tested yesterday: Indian Council of Medical Research (ICMR) https://t.co/jaMbJcNrB1","Jammu, India",covid19
402,Suresh,@AnilKapoor Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
403,DesignGuru WEAR A MASK,White House could have traced and contained its #covid-19 outbreak. It chose not to. https://t.co/NZ9yJJu0OM,North Carolina,covid19
404,DR,Kushner Bragged That Trump Wrested Control Of COVID-19 Response From Doctors: Report | HuffPost https://t.co/3xfEjR2D8X,NY,covid19
405,SuperSport Blitz,Manchester United left back Alex Telles has tested positive for COVID-19 &amp; is currently under self-isolation #SSFootball,World of Champions,covid19
406,Waqar,@Telegraph @DannyBoyle87 The virus is the PM who has taken away the peace and created division. He is more dangerous than the Covid-19.,"Ilford, London",covid19
407,Sub-Zero,"How do WOMEN protect their daughters from getting raped by US(MEN).

I am tired of hearing about stats of people with Covid-19, tell us about the number of WOMEN getting killed and raped by US(MEN) daily.",Lusiki || Matatiele,covid19
408,Omoh Omor,There is economic meltdown worldwide because of covid-19 and Nigeria is even doing better than many nations but our biased press want to pin it on this administration?,ibadan,covid19
409,Springfield📸,Let's #EndBadGovernmentinNIGERIA Covid-19 will have no choice but to leave. https://t.co/37On2IA7Bt,"TBC,Barnawa GRA,Kaduna, Nig",covid19
410,barasa mirriam,Follow simple MOH guidelines to reduce spread of covid19 #angamizacoronamachakos #angamizacorona #EUCovid19ResponseKE https://t.co/4BjWIaAuTq,,covid19
411,MSN Local Boston,New signs that COVID-19 numbers in Mass. are going to get worse  https://t.co/08D6r5MWuN,,covid19
412,Denis Naminya,"@wawomensfdn hello team , hope you are all fine. Before I proceed, I would like to thank you for the covid 19 relief you are helping people with. I also seek guidance and support. Covid hit us so much as now I can't take care of my sick mum, or may be connect me for support✋🙏","Jinja, Uganda",covid19
413,Clare Todhunter,.@NSWHealth has issued public health alert for F45 Leppington after a newly confirmed Covid-19 case attended 13 classes in two weeks.,"Sydney, New South Wales",covid19
414,Suresh,@itsRajTarun Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
415,ternatemps caviteppo,"COVID19 Prevention
#PNPPATROLPlan2030
#INSTITUTIONALIZED
#TeamPNP
#WeServeAndProtect
#PNPKakampiMo
#PNPKakampiMolabanSaCOVID19
#CPNPCamiloCascolan
#TeamCALABARZON
#PNP4A
#TatakManongEntengDanao
#PNPSQUADGoals https://t.co/j16ssiZSn5","ternate, cavite",covid19
416,Xavier,"Reminder thread on how #COVID19 emerged thru to shutdown an underprepared /badly prepared #NYC 

NYC gov is at best incompetent https://t.co/V8y6w0Obxn","Toronto, ON",covid19
417,Gaëtan Noix De Coco,@PPstfs @FRSkyRRoZ Mon Id sur call of c Covid-19,,covid19
418,Nicolas KOMOROWSKI,"""as covid-19 is here for a long time, asking too much of people will lower compliance and thus spread the disease. Low-trust societies may need a different balance between coercion and self-policing but they, too, need sustainable rules.""
 https://t.co/hRWL8AvR7W",Hauts-de-France,covid19
419,Trish Lowery,"This is fascinating, clearly explained, and helpful! #MaskUp and take all necessary precautions, please! #COVID19 https://t.co/yTinV8lN5T","Richmond, TX",covid19
420,Ron Hughes,"@COVIDUpdate2020 @barbcfa @realreporter Alberta site: Laboratory testing shows both graphs.

People tested...by day. Tests performed for the same person are counted once. 5,174 people tested.

Tests performed...by day. Tests can be performed for the same person multiple times. 10,361 tests. 

https://t.co/FFAupbwXwY","Mission, BC, Canada",covid19
421,Healthcare News,Takeda Expands COVID-19 Vaccine Supply in Japan Through Partnership with Moderna and Government of Japan $TAK https://t.co/FzRTtFC7jS,New York,covid19
422,Tribal Development Cooperative Corporation,"Launching Adisha Kadha in India

We are now delivering across India to serve our customers with healthy immunity boosters this Diwali.  

Order now: https://t.co/Qk5ohq73Kl

#feativeseason #diwali #Navratri #COVID19  #immunitybooster #TribesOfOdisha #India  #tribaldevelopment https://t.co/jGyvuvJ5xZ","Rupali Square, TDCCOL Building",covid19
423,The Hawk,"Agra reports 34 new cases, over 6,000 have recovered #Agra #Covid19 https://t.co/OkR1ouQuru",India,covid19
424,Youth Darpan,"COVID-19: Antibody response in most people strong, does not decline rapidly, study says https://t.co/0Z2e7ST9iF",India,covid19
425,Suresh,@adah_sharma Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
426,co,"@GuardianAus Fauci lied to Americans, Fauci know the truth about covid-19, but he lied",GLOBE ,covid19
427,Esra,@rozbel1aban “How Covid-19 beat the oppression of Muslim women”,elsewhere ,covid19
428,Clement_grvx,"Airborne transmission of Covid-19: A room, a bar and a class: how the coronavirus is spread through the air | Society | EL PAÍS in English https://t.co/iUpEwmgkOU","Paris, France",covid19
429,Devdiscourse,Myanmar's Suu Kyi casts early vote in poll hit by COVID-19 curbs https://t.co/zaE0Wng3wk,National Capital Region,covid19
430,Kriser,@realDonaldTrump Because nobody cares. The American people care about health care and the COVID-19 threat that you keep discounting.,,covid19
431,Suresh,@Siva_Kartikeyan Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
432,Doordarshan Sports,"All the members of the Indian squad have withdrawn from the #SaarLorLuxOpen2020 after the father of defending champion @lakshya_sen, who is also his coach tested positive for #COVID19 https://t.co/MHufA3yyfc",India,covid19
433,☾ ⋆*･ﾟ✧ 𝗡𝓲ᵉꚂ𝓪 ✧. ⋆*･ﾟ☾,Covid 19 will love this https://t.co/uFnd0y5krz,,covid19
434,ApprovedPPE,"Covid-19: Nearly 100,000 catching virus every day

https://t.co/neSsxiUo4t https://t.co/neSsxiUo4t",,covid19
435,Tansey Raggwort,"@madrid_mike @gtconway3d To wit: my dear ol' mom, 93, just beat COVID-19, and casting her ballot to, in her words, ""throw that asshole out!"" https://t.co/7YAEfle5KR",Between Heaven and the Hangin' Tree,covid19
436,Suresh,@aamir_khan Sir please help covid19 lock down very money problems sir please help me🙏🙏🙏 my   phonepay number 7989872209 🙏🙏,,covid19
437,Sambad English,"With 13 more #COVID19 deaths, #Odisha’s toll nears 1300

Here're details of new fatalities👇 

https://t.co/E4EjzXWEZV",Odisha,covid19
438,Captain Outrageous,"Seems like something Trump would do with  COVID-19. 
Springfield man charged with infecting woman with HIV, then trying to pay her off https://t.co/7q7TkHaqdU via @springfieldNL","Metropolis, Earth-Zero",covid19
