,user,tweet,location,keyword
1159,Apple Pie Patriot,"@Pismo_B @MazurikL It happens in America too. Biden &amp; Harris, oBastard, Clinton, Pelosi, Schumer, support this type of thing. They are supporting Criminals. 
Harris still has links on her website asking people to provide 'funds' for those in jail for Looting, Rioting, Violence, Arson, Shooting,","Wonderful, USA",arson
1160,sijeuni ♡ ᐛ,will commit theft and arson https://t.co/64Dk0mK2d5,,arson
1161,Forest,When was I meant to be told fire isn’t a toy? Arson has now become my favorite game.,The Forest | He/him,arson
1162,King Philip II of France,"@_Travis_Talks_ So the individual members who were reported as having shot others weren't actually a part of Antifa? And I'm guessing the arson and bodily harm aren't worth considering because no one was killed, right?",,arson
1163,Arson/Bullet || Xe/Squir/They || 55 days,"soo, im rlly attached to sws and stuff, but i don't want to support them, but i can't leave the music, any ideas? i was thinking buy some CDs and download the music onto my mp3 player, that way i only pay them once or something, but i still feel funky about that?",They / them & Xe / Xem (15yo),arson
1164,┈─━ 𝕯.,"ㅤ              « 𝗰𝗮𝗻𝗼𝗻𝘀 »
ʿ more will be added within time ʾ

˟ Dabi is half Latino .

˟ hes still a villain , still works besides Shiggy .

˟ he has a pet white bearded dragon named Gemini .

˟ his favorite pastime when hes not committing arson is actually singing .",⠀⠀ ⠀𝔦𝔫𝔰𝔦𝔡𝔢 𝔲𝔯 𝔪𝔬𝔪 .,arson
1165,h^^py,@pinksjiminnie ARSON ARSON ARSON,21yo • she/her • lucey ,arson
1166,DJ_Arson,"@TBesthamster https://t.co/WggLVsdSLg

I very much encourage you to give this a watch","Rancho Cucamonga, CA",arson
1167,esh ◈,@doyounglicker arson is so cute 🔥🔥,,arson
1168,BIG ARSON,AMERICA IS FULL OF IDIOTS!,,arson
1169,Crusty McNuggets,"@TheDemocrats @GOP @LPNational  @TheGreenParty 
This article is proof that Yahoo is Far-Left propaganda!

All riots, looting, arson, harassing of neighborhoods has been at the hands of Far-Left groups, not militias.

https://t.co/TerA8vu77g",Camarillo CA.,arson
1170,Charlton,"@jaketapper Ah yes... you need to cover traffic problems at a Trump rally but hey let’s ignore the #BLM #DomesticTerrorists looting and committing arson. The militant wing of the #DemocraticParty know they have friends in the media, right Jake?",,arson
1171,🎃☞︎Sky☜︎🎃 But DREAM HIT 12 MILL,@jelliosi YES JELLO! ARSON BUDDIES,"East Rochester, NY",arson
1172,Reload Last Save's Famous Game Ghoul,"When cops murder someone and get away with it, looting, arson, and riots are all good. Because white talking heads on the news only care about Wallmarts and Starbucks being burned.

We should cause billions in damages for every life lost if that's all that matters to them.",Texas,arson
1173,🎃☞︎Sky☜︎🎃 But DREAM HIT 12 MILL,@pissc0w I would commit arson with you every day wifey 💕,"East Rochester, NY",arson
1174,BIG ARSON,@LilHulkQ @nuhhyeli How tf does this help anything?!... IT DOESN’T!,,arson
1175,Canis Lupus Unfamiliaris,"@Holdenheim1 @GayestHaunter @blackishmonday @shahjoffe @3nigmatic_01 @natsprat3 @NinjaSocialist @OustideVoice @MedusaHypatia @PittsburghTodd @MgtowRadical @DeimosReigns @ExecuteOrder6d6 @VampVespertilio @severusim @ShotgunRain5746 @SuperRealScott @heatherfox1994 @EXPELincels @GeekFreakBoutiq @joy_afi @Falconer084 @TwentyGrit @SR_Duncan @gamingmentor101 @Vegemite__Kid @SimonPopeDK @BynameRose @All_Fem_United @AvaGraceVIP @GenIntact @BawdyLilBitsy @annaeck73 @SweetInTheGale @Theultimatecyb2 @GameOverRos @ladyasterianox @quill_monger @Schwarah95 @adkisojk @ScreamyKarim @ReedNelson9 @JustJuancho_ @Countrymedic1 @MissyDemeanour4 @alt_uscbp @KateAmrell @sandpitsquirtal @taywil64 @Camivette Like, did he think 'innocent until proven guilty' means a crime wasn't committed until convicted? Because like, if someone burns down a building with gasoline and it's determined that happened, arson as a crime still occurred even with no suspect until one is located and tried?",,arson
1176,Arson/Bullet || Xe/Squir/They || 55 days,wack https://t.co/MWgghZeuWI,They / them & Xe / Xem (15yo),arson
1177,Arson/Bullet || Xe/Squir/They || 55 days,@Run_BunnyRun lmao same,They / them & Xe / Xem (15yo),arson
1178,Evan Kilgore 🇺🇸,"I didn't see a *single* peaceful protest in Philadelphia.

Just riots, looting, arson, and attempted murder.","Ohio, USA",arson
1179,♡Zahira𓆗🐇,"@Bullet_Arson Wiat really omg I love it
Good for him",MINOR 14 ,arson
1180,🎃☞︎Sky☜︎🎃 But DREAM HIT 12 MILL,Does anyone wanna commit arson with me 🥺👉🏻👈🏻,"East Rochester, NY",arson
1181,🎃☞︎Sky☜︎🎃 But DREAM HIT 12 MILL,"My day consists of be bi, mental breakdown, arson, and sleep","East Rochester, NY",arson
1182,Pallet Cleanser,"@SAMOYEDCORE Three Walmart's where I am all had arson occur in them, gotta burn all the paper products cause you bought too much last pandemic freak out.","Kitchener, Ontario",arson
1183,Rein Crow,@Juanita1Sanchez @KamalaHarris Now tell me who leads Antifa--you know the group that you made unfounded arson claims about,"San Jose, CA",arson
1184,Nᴀᴘsᴛᴀ ☾ Kɪɴɢ ᴏғ ʙᴏᴋᴜᴋᴇɴ,OMG THATS THE FIRST TIME ARSON EVER TOLD ME THEY LOVED ME I WILL CRY /POS,she/he/they/voi/tae,arson
1185,Cornell Big Red Fan,@elccollins @chipfranklin If you do drop box make sure to drop at main authorize registra voters office in Massachusetts some idiots arson the drop box.,,arson
1186,🍬Spooky!Lumen needs a hug🎃,@windpillarwife Arson,,arson
1187,Jim Sherman,"@N3M36 @FINALLEVEL If protesting involves looting, arson and assaulting people and police officers,  you bet your ass i do.","Sarasota, FL",arson
1188,Commodity Hunter #MBGA,"@SkyNews Anyone believes what dopey @joebiden, @KamalaHarris &amp; @TheDemocrats have to say on ""law &amp; order"" after stores have been looted, acts of arson &amp; violence agnst individuals, I have a bridge to sell you @DebraMessing.

Largest economy &amp; superpower under Joe, ppl shld be scared.","England, United Kingdom",arson
1189,LP,"@SFbrian415 @mid_rangeJay And salesforce at that!  Isnt @Benioff the poster boy for supporting rioting, looting &amp; arson....sh*t, he donates a ton of money that enable this behavior.  But god forbid #BLM or Antifa criminals damage his precious buildings. 🙄",,arson
1190,🎃fink/elliott🎃 3 DAYS TIL HALLOWEEN,@Bullet_Arson alllll the time,hell.,arson
1191,Cornell Big Red Fan,@gbagz33 @chipfranklin I drop my off in person to the main polling don’t want take a chance crazy people arson.,,arson
1192,Emu,@Ranboosaysstuff I want to know if you’re aware of your chat in the premier was talking about licking (mostly cats) and sniffing (mostly sharpies) random stuff 😃 Is this better than arson for you???,,arson
1193,Arson/Bullet || Xe/Squir/They || 55 days,"ever just fall, and decide the floor is your new home?",They / them & Xe / Xem (15yo),arson
1194,BarroomHero,"@WisemanBill @realDailyWire In Portland the feds were called in after night after night of “uprisers” attempting to burn to the ground federal buildings.  Your feelings are not in touch with reality.

https://t.co/MPatkFqi4m",,arson
1195,agitated outsider,"Here’s Mason talking about wanting to turn videos and photos over to cops when people do things he doesn’t like, like the riot on 6/26. 

Last month, the feds arrested someone their alleged role in the 6/26 riot, thanks to someone providing video. (https://t.co/1i4gq79I93) https://t.co/H0owp4Vtq8","agitating, outside",arson
1196,Red’s Online Sketch Book,@nicutters___ MORE LIKE COMMITS ARSON BECAUSE SHE’S BADASS!,United Kingdom,arson
1197,Dwatch News Europe,German infectious disease agency hit by hackers days before arson attack: Spiegel https://t.co/NxxwEMITDi,Europe,arson
1198,Ra Conteur,"The riots &amp; looting &amp; Arson are why segregation existed. Southerner’s had 200 plus years to evaluate the benefits present. Violence, uncontrolled emotions, absent reasoning &amp; crime were the reasons segregation became law. https://t.co/iMYIdqNq8O",East Texas,arson
1199,YHWH 🇳🇬,@DrCOmole @nonowhitey Please do not promote the narrative that the violence is a part of the #EndSARS protest. Whoever went about causing chaos and arson went with their separate goals and objectives in mind. Let’s make that clear.,Nigeria,arson
1200,rick brown,@BigBennyFL @PeteDominick Arson may be a bit extreme...but I thought the same thing.,savannah,arson
1201,L.A. Phil,"...so this is the norm for LA, Lakers &amp; Dodgers Win Championships &amp; LA Fans RIOT, LOOTING, ARSON, ASSAULTS ON POLICE &amp; CITIZENS &amp; DESTRUCTION OF PUBLIC &amp; PRIVATE PROPERTY, even when Police haven’t Shot ARMED SUSPECTS?",United States,arson
1202,spoopy al 🔪🩸,bestie just committed arson in bobs room😔,( utc + 7 ),arson
1203,The Loddon Eye,Local news for #Loddon: Police close arson probe into fire which tore through derelict care home https://t.co/6ef0HETnuU #21vc,"Loddon, Norfolk UK",arson
1204,✌︎︎ skylar,@FreyjaErlings Arson corn grasshopper lol,$skyalyxa,arson
1205,George Marion,"Better late than never. How about all the other cities that have been prone to peaceful arson, looting, vandalism, attacks on innocent citizens, and murder? Shouldn’t they call out the NG as well?? https://t.co/lZ6vAwD5bI",,arson
1206,victator,i will be committing arson to my father. he is voting trump🕳,,arson
1207,John Carpo,@dbongino Disgusting ! That’s not protesting ! It’s rioting looting and arson. Christmas shopping ??? They stole their gifts,,arson
1208,useless scrub🥗✌️#3MilforBijuu,"@EmpressOfIncels 🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥
im commiting arson",watching tpn😁😜😎😏,arson
1209,Arson/Bullet || Xe/Squir/They || 55 days,@H4ILTHESAINTS ALL THE TIME,They / them & Xe / Xem (15yo),arson
1210,"alvi/fae ☾ LOVING TT , NIN , N TOBY ERA",@fairycorpses arson?,,arson
1211,toastie,commits arson due to rage,,arson
1212,𝑫𝒂𝒏𝒄𝒊𝒏𝒈 𝑾𝒆𝒓𝒆𝒘𝒐𝒍𝒇,screw disney im going to commit arson with the man in the funny blue clothes,S Support: @exaltbranded,arson
1213,nwasoria James,@CTVpolitics  why is it so difficult for Nigerians and government to accept that it was the massacre of the young protesters at Lekki toll gate that aggravated the vandalisation and arson by avengers you call hoodlums Nigerian citizens.,Anambra,arson
1214,aseda abayomi,"@PrinceBabashola @ogundamisi Please go to LASG for press release about the arson and come to take me up.

Thank so much sir",,arson
1215,Alice,"BASTARD ARSON PROSTATE
(call your band) https://t.co/lUXCBlAM2U",London,arson
1216,catboy arson is semi ia :(( check 📌 !,oomfies this is arson,he / they / zie / nya | 13 ,arson
1217,‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ 𝐢𝐨𝐫𝐢 ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍ ‍,"ㅤ

❝ woah dude !  That’s so sick !  I just suddenly got the urge to commit arson on the entire multi-verse !  Wanna come with ? ❞

ㅤ https://t.co/uSnDGgrL2j https://t.co/ckrBdWMZgC",milkman,arson
1218,yoly⁷,Just sent in my application for the Arson SMP. feeling nervous o.o,,arson
1219,spooky uwuky skeleton,@closetedczech arson....,she/her or they/them,arson
1220,Edward .E. Onoriode 🍥,"I pity for anybody that's arrested in connection to looting, arson, vandal and robbery after the EndSars protest. 

Due to that igbosere high court wey dem burn, I doubt if any Judge in Lagos go pardon any suspect.",Space,arson
1221,deafpony,"deafpony fancam 2: subsequent moviefilm, what crimes will they continue to commit? (tax fraud, also arson)

https://t.co/84uquqqNyV",contact@deafpony.com,arson
1222,Dr Charles Omole,"@Enwagboso Thanks for asking for clarification, unlike some who are on a frolic of their own. I simply meant that amongst those who damaged the buses are those who will actually need the buses later. So foolishness of acting in anger is on display. My tweet was not about who did the arson",Lagos/London,arson
1223,mii loves u!!,@DyingIsa I would actually commit arson if someone did this to me,he/any pronouns (ugw 37~death),arson
1224,Aboju Meji,@CalebTorgbe @TopeAkinyode @Iam_JoshIsrael @adamugarba @jack @Twitter When protesters hand over to hoodlums the end result of looting and arson is their joint venture. Nigerians now know why the protest became endless and why it had no leaders. Mobs share these barbaric attitudes.,,arson
1225,solace ☆ leo luv bot,nah but srsly..jhain n ayse got together early on the 7th .. and then i spent a few hrs trying to get thru jingwens stupid head... and then lee/jose and sig/arson followed right afterward wtf my power ....,they/fae + neoprns | 18↓,arson
1226,Andover Patch,"Investigators asked for public help identifying a person suspected of setting a fire in Lawrence, Saturday morning. https://t.co/m2vPCADPba","Andover, MA",arson
1227,marina official fanpage,@ughhnam commit arson yes,esp/eng! • she/her ☾,arson
1228,Vanguard Newspapers,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund https://t.co/AX7RAqfcq4 #vanguardnews",Nigeria,arson
1229,Great Yarmouth Mercury,Police close arson probe into fire which tore through derelict care home https://t.co/UO4T13YC8z,"Great Yarmouth, Norfolk",arson
1230,Norwich Evening News,Police close arson probe into fire which tore through derelict care home https://t.co/fwOhpzk38y,"Norwich, England",arson
1231,berna,whoever hacked my playstation account just know i'm gonna go to your house and commit arson and destroy your life,CA,arson
1232,CEO of Trader hoes,@cIarkee Arson is a sign,,arson
1233,Arson/Bullet || Xe/Squir/They || 55 days,follow my lil brother @ChrisPK18 or i'll haunt you or whatever idk yukgfdhkgsr,They / them & Xe / Xem (15yo),arson
1234,solace ☆ leo luv bot,"@sigzais so me and jingwen, jhain and ayse, lee and jose, sig n arson i think",they/fae + neoprns | 18↓,arson
1235,Steve Loeb,"Are the Philly “protests” all happening at Footlocker and Walmart’s? Let’s get real - these aren’t protests, they’re nothing but looting, arson and riots.",,arson
1236,Eastern Daily Press,Police close arson probe into fire which tore through derelict care home https://t.co/8suVflca0K,"Norfolk, UK",arson
1237,gemi | (they/them) ⛅️,hawks i love u but dabi and i can commit arson together so https://t.co/zDwXHM9soN,they / them | 17 | bi ,arson
1238,Janet USA,"Yep, if America wanted communism, the left and their anarchists would not have to use violence, arson, intimidation, and murder....
It’s not going to work...","Montana, Texas..NO LISTS!",arson
1239,♡-19,Weak ass bitches always be riding them coat tails.,└A/➏➏➏/⛧/🈵/🏁,arson
1240,Mia,I lowkey wanna try apply for the arson smp but also don't have enough confidence in me to do so I hate it there,France | She/Her 17,arson
1241,lottie ♡ heterophobic era,wanna go commit arson? for legal reasons this is a joke — yes lets do it https://t.co/pu7bi7XwfY,dnp + louis,arson
1242,Mark Quick,"From Fox News - Ballot drop box in LA County set on fire, prompting arson investigation Ballot drop box in LA County set on fire, prompting arson investigation

https://t.co/Tv4w56ZKNV",,arson
1243,Arson/Bullet || Xe/Squir/They || 55 days,"Ღ End of thread (sorry, ik its lame, i was bored)",They / them & Xe / Xem (15yo),arson
1244,Arson/Bullet || Xe/Squir/They || 55 days,20. What was the most annoying fanfic cliffhanger you read?,They / them & Xe / Xem (15yo),arson
1245,Arson/Bullet || Xe/Squir/They || 55 days,19. What age did you start writing fanfics?,They / them & Xe / Xem (15yo),arson
1246,Arson/Bullet || Xe/Squir/They || 55 days,18. What age did you start reading fanfics?,They / them & Xe / Xem (15yo),arson
1247,Arson/Bullet || Xe/Squir/They || 55 days,17. Least favorite fanfic you read?,They / them & Xe / Xem (15yo),arson
1248,Arson/Bullet || Xe/Squir/They || 55 days,16. Longest fanfic you wrote?,They / them & Xe / Xem (15yo),arson
1249,Arson/Bullet || Xe/Squir/They || 55 days,15. Longest fanfic you’ve read?,They / them & Xe / Xem (15yo),arson
1250,Arson/Bullet || Xe/Squir/They || 55 days,14. Favorite fanfic you wrote?,They / them & Xe / Xem (15yo),arson
1251,Arson/Bullet || Xe/Squir/They || 55 days,"13. Do you prefer to just read, or write?",They / them & Xe / Xem (15yo),arson
1252,Arson/Bullet || Xe/Squir/They || 55 days,12. Would you rather write about sickness or recovery?,They / them & Xe / Xem (15yo),arson
1253,Arson/Bullet || Xe/Squir/They || 55 days,11. Least favorite quote from a fanfic?,They / them & Xe / Xem (15yo),arson
1254,Arson/Bullet || Xe/Squir/They || 55 days,10. Favorite quote from a fanfic?,They / them & Xe / Xem (15yo),arson
1255,Arson/Bullet || Xe/Squir/They || 55 days,"8. Favorite fanfic type (adoption, ship, etc)?",They / them & Xe / Xem (15yo),arson
1256,Arson/Bullet || Xe/Squir/They || 55 days,7. Favorite fanfic you read this year?,They / them & Xe / Xem (15yo),arson
1257,Arson/Bullet || Xe/Squir/They || 55 days,"6. Do you prefer fanfics with romance, or without romance?",They / them & Xe / Xem (15yo),arson
1258,Arson/Bullet || Xe/Squir/They || 55 days,5. What's one troupe you think is over done?,They / them & Xe / Xem (15yo),arson
1259,Arson/Bullet || Xe/Squir/They || 55 days,4. Do you set daily word count goals (for writing)?,They / them & Xe / Xem (15yo),arson
1260,Arson/Bullet || Xe/Squir/They || 55 days,3. Enemies to lovers or friends to lovers?,They / them & Xe / Xem (15yo),arson
1261,Arson/Bullet || Xe/Squir/They || 55 days,2. What are your favorite fanfic troupes?,They / them & Xe / Xem (15yo),arson
1262,Arson/Bullet || Xe/Squir/They || 55 days,1. What app do you use for fanfiction?,They / them & Xe / Xem (15yo),arson
1263,Arson/Bullet || Xe/Squir/They || 55 days,"I decided I'd make this question thread, it's gonna flop but oh well
 
ღ questions for people that read/write fanfiction ღ
 
-qrt the answers
-you can skip questions you don't want to answer!",They / them & Xe / Xem (15yo),arson
1264,♡-19,@blakexbanks So who do you support this election? White privileging got you wasting a vote on a third party or you all in for Trump?,└A/➏➏➏/⛧/🈵/🏁,arson
1265,Yoonjin23,@WeirdoJayJay HE LOOKS LIKE HES GOING TO COMMIT ARSON,She-her|17,arson
1266,༒︎𝑽𝒊𝒏𝒄𝒆𝒏𝒕༒︎,"@browhatidk @arson_rat Tw // self harming

Idk if they do that for self harming though, because when I had a therapist ( technically counselor ) she knew about my self harming and as far as I know she didn't recommend that to my parents, she just gave me alternatives",,arson
1267,Vyl⁷ 🐉 COMMISSIONS OPEN (YBB) leeknow day,"i see myself creating arson w my lover I don't wanna get married, maybe engaged? cause being bound to someone is kinda creepy it's like a YOU CAN'T LEAVE ME!! i think it's cooler if my lover is more willing to stay w me instead of a contract. also it's so much money. https://t.co/pSFRFApNGB",she/her  * minor *  pan,arson
1268,🍙Niv🍙,"Technically speaking I HAVE made AUs for my current fandoms, it's just that the Arson AU for SapNap got scrapped as soon as it got created (short story but it had a lovely dark vibe) and the AU I made for the sleepy bois is still in the works and I cri everytime I design so-",,arson
1269,𝑳𝒚𝒓𝒂 𝑹𝒐𝒈𝒆𝒓𝒔,"then yes 

arson. https://t.co/lxc3unlFYR","Denver, CO",arson
1270,Rhys Williams,@pussycigar Arson Pestilence Vaginoplasty 😂,,arson
1271,Xclusivetrace,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund https://t.co/EZz9zbYFUg","Port Harcourt, Nigeria",arson
1272,‍ ‍ ‍ ‍ ‍ ‍ ‍ 🥕 .,"OOC ; ; 

i committed arson with la squadra in my own reality - 

wow 🤪 

but like reality shifting is a thing 🏃🏽‍♀️💨 https://t.co/zvK127KxFs",♡: ,arson
1273,♔Arome ♔,@KingEsene Nigeria is tiring. What kind of place is this? I  am 100% sure most of the boys police arrested as hoodlums weren't the ones involved in the arson.,,arson
1274,⛓SANAA⛓,@Jackycakes100 You're telling me twitter flagged my tweet and sent me to twt jail for seven days ????? Brb Im committing arson 🚪🚶‍♂️ https://t.co/DJ28wplOiT,,arson
1275,Onward Nigeria,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund https://t.co/pwCHKERtwK",onwardng@gmail.com,arson
1276,marie ♡ ia for school srry,the kid who sits in front of me has a hentai hoodie im going to commit arson,♡ age 16 ♡ isfp ♡ she/her ♡,arson
1277,rethuglican barbie,"A KY City Hall building, near my home town, was set on fire this weekend.

But it isn't JUST a city hall - it's specifically the portion of the building that houses their POLICE OFFICES.

This is the Left's War on Police.

#BackTheBlue #BlueLivesMatter 

https://t.co/PYI61OrJKD",Tennessee,arson
1278,soph ¹²,HYUNJIN IN THIS?!?!? bbc if you dont buck up ur ideas abt hyunjin i will commit arson https://t.co/C4AnB9HPJP,They/She 🧚🏼‍♀️🤟🏼 20 ,arson
1279,Ann Bruce Pineda,"Did anybody ask Kama Kama Kama Kama Kamala Kameleon or lyin Biden if they had denounced BLM or antifa or any kind of violence, looting, murder, or arson? https://t.co/VHVReeqnRl",,arson
1280,Yo!,"@JackPosobiec Im putting up a huge banner in my Biden ridden sign burb. 10x 2, just came in today. I already asked my insurance company if Im covered for arson.",Philly area,arson
1281,Arcade Outpost🛰,"@RaehasIssues @Lee_Runestad You're right, much better to be associated with the groups that commit wanton theft, arson and murder for the sake of superficial social acceptance and dime store moral authority granted by the same corrupt corporate oligarchy those groups claim to stand against","Arcade Outpost, Outer Space",arson
1282,Naijalitz NG,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund https://t.co/xp8d7CwpnQ","Asaba, Nigeria",arson
1283,Sally B,@DannyBate4 Terrible - such a pretty building - hope it wasn't arson?,,arson
1284,‣‣‣ ‍ ‍ ‍ ‍‍‍ ‍ ‍‍ ‍ ‍ ‍‍‍ ‍ ‍ ‍‍ ‍‍‍𝑮𝑰𝒁𝑴𝑶 !!,"⠀⠀      ⠀⠀ 
⠀⠀           must , , , commit , , , arson , , ,  ⠀⠀      ⠀⠀ 
⠀⠀","NON - LEWD , YOU DUMB FUCKS",arson
1285,🐉𝐓𝐀𝐍𝐆𝐈𝐎 𝐊𝐀𝐌𝐀𝐃𝐎🐉,"arson, or assault/battery https://t.co/vXONAnysmS",he/him | 7teen ,arson
1286,Nick Beddows,"@pussycigar Famine, Mitochondria and Arson, so continuing in much the same vein as 2020",#Brighton #Abruzzo #London,arson
1287,arsons catboy ✰,@tsvjimura ARSON DONT DIE ON ME * REVIVES U *,they / he / nya & voi / void ♡,arson
1288,Abby | borth d a y,@macncheesehoee @arson_rat yeah i know they just like recommend it to your parents,«xe/she»«queer»«17»«white»,arson
1289,spooky kyle is hella spooky.,i'm gonna commit mass arson on my eyeballs after this movie folks,( they / them ! ),arson
1290,hayden ♡,@beaisburning treat them like your own friends and if they treat you poorly i’ll just arson their houses,they/she,arson
1291,TaNguyen,"@ChuckCallesto The stories of violence, robbery, arson did not see mainstream media reports.",Japan,arson
1292,Arson/Bullet || Xe/Squir/They || 55 days,i still like that this was the last thing gerard liked before leaving https://t.co/D5Q7ZPl5Vk,They / them & Xe / Xem (15yo),arson
1293,Vanguard Newspapers,"Mayhem, arson: Sanwo-Olu admits full responsibility, unveils plan to set up Rebuild Lagos Trust Fund

Read more at: https://t.co/IEBfnurcfN",Nigeria,arson
1294,Habitares,@pussycigar Erotic Bastard Arson.,"Oxford, England",arson
1295,Vanguard Newspapers,"""Lagos would not look back again. As your governor, I take full responsibility for what happened and has not happened. I will not shy from it. We will foot all the hospital bills of injured policemen."" https://t.co/IEBfnurcfN",Nigeria,arson
1296,RIVER IS INLOVE W FROGGIE,the way only bel knows who i like and it makes me laugh bc arson and socks r rlly struggling lmao,CARRD BYF !! 4TEEN,arson
1297,Jelly Feesh,"@GovernorTomWolf Stop the bullshit Tom. You have looting, rioting, arson, assaults, etc, etc. Do something about it and be a leader of your state.",Deep Blue Sea,arson
1298,Boo-Lee Productions,"@deereynoldsfan @benshapiro California's burning has nothing to do with Trump, but Forest management, arson, and terrorism.","Southern California, USA",arson
1299,goblin griffin👺🔪,i found a new favorite spot in gta to kill and commit arson,he/him,arson
1300,fire crime ♡ heart been broke so many times,@traitortwt omg is there a cc named arson 🥰🥰🥰🥰🥰,they/he | minor!,arson
1301,goblin griffin👺🔪,arson https://t.co/5ZE3wl9Hku,he/him,arson
1302,Blue,@Lucinda_Arson is a vibe B),she/her ,arson
1303,JunioJulio,"@Brian4sgren @CorbuloOfRome @VietnamBiden @ewarren If 7% of plane flights ended in a crash, there would be roughly 400 plane crashes per day.  93% peaceful isn’t a high bar to clear. 

If a single one of the Tea Party protests ended up in arson or rioting back in the early 2010s, you know we wouldn’t hear the end of it.",,arson
1304,big bag of soup. 🇺🇦,"must be fucking nice to be able to just retire after baselessly accusing people you don't know of arson, ginning up violence at an already difficult time. christ, what an asshole. 
a🚕 https://t.co/wZETEHoXw8","Portland, OR",arson
1305,Javier Ruedas,"The arson attack on the Huni Kuin is part of a wider problem. Fire is increasingly affecting Indigenous communities in Brazil, intensified by global warming and the passivity of the Brazilian government. 
https://t.co/NdZXvhIgZe","San Antonio, TX",arson
1306,Javier Ruedas,"Last year, half the land, including the cultural center building, was burned in a fire attributed to arson. There were 31 documented arson attacks on Indigenous property in Brazil in 2019. This has increased in 2020. https://t.co/4kr8dDLMaM","San Antonio, TX",arson
1307,Helena Ereditsh,"Teatro La Fenice, Venice, Italy. La Fenice opened in 1792 to the plan of architect Giannantonio Selva. The now exquisitely designed theatre burnt down thrice—in 1774, 1836 and 1996, the reason for the third fire being arson committed by two electricians allegedly lagging on renov https://t.co/FEuRXEi37I",Canada,arson
1308,Juliett Oscar Lima Alpha,"@_MisoMiso_ Sigh! They are heartless. I am sure most of these people aren't even involved. Wasn't this their grand plan, afterall?
If they really wanted to stop the looting and arson, how about BEING THERE TO GUARD THE PROPERTY, in the first place? Abi they too were doing curfew ni?",Behind the bars I tweet... B-),arson
1309,City Pitties,"@AnthonyNYC30 @liztc2 @right_wing_mom @HighHeeledMom @DtrEraser @ClarencDarrow @Not_Dutt @TheeDocHolliday @Italianborn2 @Proud_Italian_1 @stuckinnyc @realsamwell @ZorroPachy @DETECTIVE4LIFE @Sal_LaBarbera I'm sure their parents and children are proud. Is this why college should be ""free""? Because if these people go to college they won't commit arson, vandalize, loot, and assault? I can think of a few colleges to send them to...nice bars on the dorm rooms...",NYC/SoFlo,arson
1310,💫𝕱𝖊𝖑𝖎𝖝💫,@Nishio28378186 Fuck it. Let's go commit arson on our school.,"Storybrooke, Maine",arson
1311,W.D.Haverstock,"@realDonaldTrump 45 *  
* removed from office for lying, colluding with Russia, obtruction, treason, bribery, undisclosed high crimes, perjury, witness intimidation, jury tampering, arson, corrupting the morals of minors and adults, illicit solicitation, tax evasion ...

@JoeBiden @KamalaHarris https://t.co/aS10v1ENL3",,arson
1312,Count Snackula,"@cIarkee Number 1
Arson","Philadelphia, PA",arson
1313,HD,"@Haideaf_ is a pro arson account, we almost on the page https://t.co/Cs7ecfiLoT","New Jersey, USA",arson
1314,༒︎𝑽𝒊𝒏𝒄𝒆𝒏𝒕༒︎,"@arson_rat @browhatidk Tw // hospitalization, self harm, suicide

I don't think a therapist can actually send you to the hospital since you're a minor, that's something your parents would have to do. The most they can do is tell your parents if you mention anything about self harming or being suicidal",,arson
1315,MultiTubes,@chokowo_ Sexual Corn Arson...,,arson
1316,Lost in History ❄️🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺,@pussycigar Erotic Arson Shop,"Glasgow, Scotland, Europe",arson
1317,Unsalted_lamp,@Ranboosaysstuff    I JUST MADE YOUR ENTIRE CHAT SAY ARSON HAHAHAHAHAHAH,,arson
1318,Doppler Effect,"@Oregonian LOL🤣, the premise that antifa🤪 and Burn-Loot-Murder (BLM)💩 were involved in arson incidents is not totally unfounded.",,arson
1319,𝕁𝕚𝕟𝕩. ℕ𝕖𝕨 𝕡𝕚𝕟𝕟𝕖𝕕 📌,"@COUNTLXSSFACES &lt;&lt;

and lacking quite a few articles of clothing in her latest spin on spicing up her antics; streaking and arson? It's like a match made in heaven.

""Shhhh, calm it! I'm just here to borrow a few things and I'll be on my way.""

She took a gander around the apartment

&gt;&gt;",Wreaking havoc,arson
1320,🖤🔮🎃🦇 Zee 🦇🎃🔮🖤,@RaeGun2k Sexual Arson Drowning... lmao,,arson
